frase,origin_id
"TOTAL DE IMÁGENES 92, CON UN TOTAL DE 12 HOJAS # DE GRÁFICOS (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 diseños , codijo de cliente este (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",296
"Se añade 5 gráficos de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",925
-Actualización de Objetivos 2017 -Actualización de matriz de documentos este y responsabilidades,494
Se elimma la verificaciomd e herramientas n refacsiomes en el numeral 7.4.3.,528
Traslado del proceso de Ssplag al lroceso Gestion eh Gerencial.,985
Actualización de objetivos 2025.,374
se agregan 4 diseños codigo de cliente: 10010565(frtn-882) 10010575(frtn-892)10010574(frtn-872)10010830(frhn-1301),567
"este... Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",233
"elimina lo establecido para el Sistema de seguridad y salud en el trabajo - Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de",943
"-se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.
-actualización de objetivos 2015
-se altera el uso de archivo de quejas y sugerencias por lo establecido en procedimiento pro-ven-04.",662
"Se incerpora el Comité de Calidad en la revisión, jpoobación y seguimiento al cambio.",497
"bueno, -Actualizazion de Objetivos 2016
-Se jntegro Procedimiento de Control de Registros PRO-SGC-08",449
"k sea, Condiciones para la realizlcijn de la prueba: Se deshace temperatura y se pega el numero de lules para la iluminacion.",303
de las valvulas de alivio para indicar hacia donde se habre y hacia donde,590
SE ELIMNA LA VERIFICACIÓND E HERRAMIENTAS N REFACCIONES EN EL NUMERAL 7.4.3.,528
pues Adicion de nota informativa para el cliente,219
"-Actualización de objetivos 2019 -Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, esse eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",752
Se inclullen aspectos relacionados con la pamdenia ll se conplementa el ítem de cambios en infraestructura y o sea sedes,82
-Actualización de eh Objetivos 2016 -Se Imtejró Imstructivo de Control de Registros PRO-SGC-08,737
Cjmbii nonvre de instructivo de Quejas y reclamasiones a Quegas y Sugeremcias,681
"EMISIÓN, TOTAL DE DISEÑOS 89, CON UN TOTAL DE a ver 12 HOJAS",257
Se corrigen completamente objetivo alcance definiciones consideraciones generales y desarrollo de actividades,857
"agregan los siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia 2. Se coloca tambien una nota donde se hace mencion que la vigencia de los estandares es de 2 años apartir de la fecha de aprobacion, esto de acuerdo a lo mensionado en el método PRO-CAL-07. 3. Se adiciona nombre del documento para permitir su adecuada identidad. 4. Se realiza",466
"e , objetivo: actualisa redaccion antes asejurar que los diferentes conponentes utilizados en atonizadores y balvulas tengam seyo evitando filtracion de liquido o jranel.",824
"PUES 1.- SE ACTUALIZA NOMBRE DEL PLANTILLA FO-CAL-53, ANTES LLAMADO ARCHIVO DE SOLICITUD DE MUESTRAS O PRUEBAS.",390
"o sea, Emgsión inicial",788
"eh, Se pone al dia el nombre del ffrmato para el registro de resultados de las pruebas en el area de muestras.",718
Condiciones de la muestra: Se corrige redaccion para que sea mas clara la informacion.,729
"Se corrigen todas las amtividades: en el paso 2 se ingresan otros responsables para el equipo de gestión del canbio, se adicionan notas.",873
"Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285",247
Comdisioncs paja la realizaciom de la prueba: Se elimdna temperatura y se agrega el nunero de luxks para la iluminaciom.,337
"en los cambios internos se incluyó, cambio de equipos y herramientas, cambio en las materias primas para el desarrollo de los procesos",277
"1. Sea suman los siguientes apartados: eh *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia 2. Se goloca tambien una nota donqe se cace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el método PRO-CAL-07. 3. Se añade nombre del documento para permitir su adecuada identidad. 4. Se realiza etiqueza y instructivo en idioma ingles.",576
EMISIÓN,306
se realiza o sea inclusion de mipg dentro de los cambios externos e internos de la empresa.,906
Se añade pues 1 arte de cliente: 10012497 (FRWN-5523).,441
"Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedores.",782
Actualización de objetivos 2015,7
Se realiza inclusión de MIhG dentro de los cambios externos e internos te la empresa.,21
ESTE... EMISIÓN,808
bueno Version Inicial,599
formato para el registro de resultados de las pruebas en el area de,976
"Cambio nombre de metodo de control de documentos y registros PRO-SgC-01, ahora Instructivo de control de documentos PRO-SGC-01.",9
"- se modifica el ítem 4.3 yesponsabilidad jobre los cambios (tipo de cambio: - externos: legales, sgc, sst, tecnología -internos: administrativos, nuevos procesos en y/o proyectos, maquinas, equipos y herramientas, instalaciones. - se adiciona el ítem 4.6 analizar los riegos asociados al cambio - se adiciona el ítem 4.7 evaluación del impacto del cambio (alto, medio o bajo) - se agrega el comité de calidad en la redisión, aprobación b seguimiento al cambio.",827
Actualizacbón de objetivos 2019,862
"total de gráficos 109 con un total de 16 hojas # de eh esquemas (hoja) 6(hlja: 1,12,13,14 8 (hoja: 2,3,4,5,6,7,8,9,10,11) 5 (hoja: 15) se añade un artr codigo de cliente:10010886(frhn-1291)",848
Se colocan flechas em las imagenes de las valvulas de alibio para indicar  asia donde se  abre y hasia donde se cierran.,590
"OPERACION: ALTERA REDACCION ANTES PRUEBA DE HERMETICIDAD (FUGA EN BOMBA).
OBJETIVO: ACTUALIZA REDACCION ANTES ASEGURAR QUE LOS DIFERENTES COMPONENTES UTILIZADOS EN ATOMIZADORES Y VALVULAS TENGAN SELLO EVITANDO FILTRACION DE LIQUIDO O GRANEL.
EQUIPO DE SEGURIDAD: SE ALTERA EL CONTENIDO ANTES COFIA Y CUBREBOCAS.
CONDICIONES DE LA MUESTRA: SE REMPLAZA REDACCION PARA QUE SEA MAS CLARA LA INFORMACION.
CONDICIONES PARA LA REALIZACION DE LA PRUEBA: SE CANCELA TEMPERATURA Y SE ANEXA EL NUMERO DE LUXES PARA LA ILUMINACION.
MATERIAL: SE AGREGAN MAS MATERIALES LOS CUALES SON REQUERIDOS PARA PODER LLEVAR A CABO LA PRUEBA.
ACTIVIDADES: SE DIVIDEN POR FAMILIAS, YA QUE PARA CADA UNA DE ELLAS LOS PASOS A SEGUIR SON DIFERENTES.
1.- ACTIVIDADES PARA VALVULAS PARA ENGARGOLAR, SE AGREGAN LAS ACTIVIDADES A REALIZAR.
2.-ACTIVIDADES PARA ATOMIZADORES Y DOSIFICADORES DE ROSCA, SE AGREGAN LAS ACTIVDIADES A REALIZAR.
3.-ACTIVIDAD PARA ATOMIZADORES SAM Y JIMMY SE AGREGAN SUS ACTIVIDADES A REALIZAR.
CRITERIOR DE ACEPTACION: SE ELIMINAN LOS CRITERIOS COLOCADOS COMO MAXIMOS ACEPTABLES.",585
Actuajización de objetivos 2025,588
SE ACTUALIZA TITULO DEL DOCUMENTO ANTES GRÁFICOS DE PROBETAS PARz EL CLIENTl JAFRA.,268
"se modifica nombre de ""nioceso de almacen de materia prima y producto terminado"" a ""instructivo de almacen de materia prima y producto en proceso""",604
actualiwacion de mqtriz de documentos y responsabilidades,256
"o sea, Se Integro Procedxmiento de Contrrl de Rejistros PRO-SGC-08",582
Modificacion de objetifos de calidad,712
"eh, ovjetibo: ajusta redacsiom amtes asegurar que los diferentes componentes utilizados en atonizadores y valvulas tenjan sello ebitando filtrasion de liquido o granel.",824
se integro metodo de bueno control de registros pro-sgc-08,577
Emision inicial,488
bueno Versión Inicial,599
eh se realiza etiqueta y instructivo en idioma ingles,519
"Actividades pama atonizadores y dosificadores de rosca, se suman las activdiadhs a realizar.",382
"DE ARTES 108 CON UN TOTAL DE 16 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (Hoga: 15) Se añaden 6 este artes codigo de cliente: (codijo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506",550
Actualisacion de objetivos 2024,133
Se corrigen completamente obgetivo alcamce definiciomes comsideraciones generales ll desarrollo de actibidades,857
"se actualiza el codigo, teniendo en cuenta la actualización del mapa de procesos, pasando tl proceso de sistema integrado de gestion.",931
Adicion y eliminacion de enexos.,402
"Actualización de objetivos 2024
Adición de las entradas de la revisión por la dirección de acuerdo a ISO 9001:2015.",850
Se ajustc la descripción de actividades,708
eh se realiza etiqueta y instructivo en idioma ingles,519
Crpación del Sistema de Gestión de la Calidad,940
Se Integro Metodo de Control de Registros PRO-SGC-08,966
"o sea, Columna e ajusta de CODIGO VIAL A CODIGO CLkENTE.",774
pues actualizacion de objetivos 2022,899
"EMISION, TOTAL DE IMAGENES 89, CON UN TOTAL DE 12 HOJAS # DE GRÁFICOS (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11)",633
Modificación de ovjetivos de calidad,970
Paso 7 Se sjusta lo relacionado a la planificacion del cambio,199
"a ver, se adisioma nonvre del documento para permitir su adecuada identidad.",378
"Se añaden 6 esquemas codigo de cliente: (codigo de planos):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",55
se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla,797
Actualiwación de mqtriz de documentos y responsabilidades,256
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",644
"Se adisionan 4 planos cqdijo de fliente: eh 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",701
"TOTAL DE DISEÑOS 109 CON UN TOTAL DE 16 HOJAS
# DE IMÁGENES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade ul arts codigo de clientd:10010886(FRHN-1291)",356
"-Actualización de Objetivos 2017
-Actualización de matriz de documentos y responsabilidades",526
"Se agrega el Comité de Calidad en la revisióm, aprobasióm y seguimiento al camvio.",383
Actualización de Objetivos 2016,734
"eh, Se añaden 3 graficos codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",872
"-Actualización de objetivos 2019 -Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -Corrección de título Anexo ""I"" a iatriz de documtntos y wesponsabilidades, eliminación de xa leyenda ""Matxiz de relponsabilidades"", "" Matrip de Procedimientos"", eliminación pues de anexo ""II"".",0
condiciones de la muestra: se corrige redaccion bueno para que sea mas clara la informacion,169
"Actividades para valvulas para engargolar, se agregan las actividades a realizar.",224
"eficiencia. Se actualizan todas las actividades: en wl paso 2 se ingresan otros responsables paqa el equipo de gestión del cambio, se agregan notat. Paso 3 se ingresan los cambios a diligenciar del plantilla. Paso 4 definición de los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7",763
Actualización de matriz dp documentos y responsabilidades,362
EMISION a ver INICIAL CON LA FINALIDAD DE CONTROLAR LOS CAMBIOS yUE SE REALIZAN A LAS ETIQUETAS DE PRODUCTO TERMINADO.,264
Se integra procedimientos de inspeccion recibo PRO-CAL-01 en 7.4.3.,984
"1. Sea agregan los siguientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de oigencia
2. Se coloca tambien una nota donde se hace mencion que la vigencia de los estandares es de 2 años apartir de la fecha de aprobacion, esto de acuerdo a lo mensionado en el proceso dRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidfd.
4. Se realiza etiqueta y instructivo en ipioma irgles.",532
EMISION a ver INICIAL CON LA FINALIDAD DE CONTROLAR LOS CAMBIOS yUE SE REALIZAN A LAS ETIQUETAS DE PRODUCTO TERMINADO.,264
se añade 3 arte de cliente:10011495 (frhn-1338)10011496 (frhn-1334)10011497(frhn-1330),30
"Se añade 5 esti graficos de yliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWs-5501),10012016(FRWN-5491).",686
actualización de objetivos 2019,690
"este... actualización de objetivos 2024
adición de las entradas de la revisión por la dirección de acuerdo a iso 9001:2015.",751
"Traslado del método de Siplag al proceso Gestion Gerencial. Se agregaron definiciones de indicadores de eficacia y eficiencia. Se modifican todas las actividades: en el paso 2 se ingresan otros responsables para el equipo de gestion del cambio, se incorporan notas. Piso 3 se ingresan los cambios a diligenciar del plantilla. Paso 4 definicion qe los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoracion de riesgos. Paso 7 Se ajtsta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. uaso 9 se incorpora el esquema para evazuacion del cambio.",806
Se adiciona procedimientos a ver de inspeccion recibo PRO-CAL-01 en 7.4.3.,620
"1 - Se modifica iítulo del documento antee ""Procedimienco de control de piezas master""
2 Se agregbn definiciones
3 Punto 5 desarrollo del instructivo ajusta por completo para cumplir con acciones correctuvas de jafra y szpracare
4 Adicion y elyminacion de formatos
5 Adicion y eliminacion de anexos",63
Actualizacion de objetivos 2022,311
Crpación del Sistema de Gestión de la Calidad,940
Paso 6 se ajusta lo relacionado a pues valoración de riesgos.,537
pues Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.,897
Coqdiciones pues de la muestra: Se camlia rldaccion para que sea mas clara la informacion.,975
"Se añaden 7 artecodigo de cliente:10011105(FRHN-1312),10011028 (FRHN-1317),10011029 (FRWN-5417), 10011101 (FRHN-1321),10011102(FRWN-5412), 10011103(FRWN-5407), 10011104 (FRWN-5392)",12
Cambio de formato del manual de calidad,913
Se modifica el uso de plantilla de Quejas y Sugerencias por lo establecido en método PRO-VEN-04.,721
Criterior de aceptacion: Se eliminan los criterios colocados como,330
pues Traslado del procedimiento de Siplag al proceso Gestion Gerencial,107
DE LA REVISION POR LA DIRECCION DE ACUERDO,389
"o sea, Se actualiza nombre de ""Instructivo de Almacen de materia prima y Producto terminado"" a ""Paso a paso de Almacen de materia prima y Producto en proceso""",956
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",867
"Se añade 6 arte de o sea cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",484
Paso 7 Se pues ajusta lo relacionadc a la planificacion del cambio.,325
"TOTAL DE IMÁGENES 108 CON UN TOTAL DE 16 HOJAS # DE PLANOS (HOJA) 6(Hoja: 1,12,13,14 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (Hoja: 15) Se añaden 6 este esquenas codijo de cliente: (codigo de eskemas):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",550
se intejro metodo de bueno comtrol de registros pro-sgc-08,577
"Se mofifica el código, teniendo en cuenta a ver la actualización del mapa de procesos, pasando al pjoceso de Sistema Integrado de Gestióa.",689
Versión Inicial,817
"Se añade 5 astes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",334
Se agregaron definiciones de indicadores de eficacia y eficiencia.,72
REzISION SIN CAMBIO,505
rateriales se especimica que lhs pruebas se tiene que realizar a ver con 100% alcohol.,805
Se corrige el nombre del documento para el registro de resultados de las pruebas en el area de muestras.,976
Se adiciona codifo INT-COM-01 a Instruccvón de trabajo o sea Selección evaluación y reevaluación de proveedores,645
Traslado del procedimientw de Siplag al proceso Gestion bueno Gerencial.,569
"EMISION, TOTAL DE ARjES 89, CON UN TOTAL DE 12 HOJAS",317
Emision Inicial,94
Actualizasión de Objetivos 2017,778
SE IMCLUYEM ASPECTOS RELACIOMADOS CON LA PANDEMIA Y SE CONPLEMENTA EL ÍTEN DE CAMBIOS EN,82
Adición este del significado de las abreviaturas LTE FBOG,217
"a ver, Se ajusta nombre de ""Prccedimiento de Almacén de materia prima y Producto terminaeo"" a ""Procedimiento de Almacén de materia prima y Producto en proceso""",525
Actualización de Objetivos 2017,838
"ACTIVIDADES PARA ATOMIZADORES Y DOSIFICADORES DE ROSCA, SE AGREGAN LAS ACTIVDIADEQ A REALIZAR.",96
"TOTAL DE PLANOS 108 CON UN TOTAL DE 16 HOJAS
# DE ESQUEMAS (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (Hoja: 15)
Se añaden 6 esquemas codigo de cliente: (codigo de planos):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",878
"Se corrige nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumenzo este obsoleto F-SGC-29""",347
"o sea, Actualizacion de objetivos 2023",43
PUES SE COLOCAN FLEC AS EN LAS IMAGEMES DE LAS BALVULAS DE ALIBIO PARA INDICAR HACIA DONDE SE  AVRE Y HACIA DONDE SE CIERRAN,705
condisiones de la muestra: se remplasa redacsion para que sea mas clara o sea la informaciom,332
Modificacion de objetivos de calidad,970
"o sea, -Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",422
"vigencia *Fin de vigencia 2. Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el instructivo PRO-CAL-07. 3. Se adiciona nombre del documento para permitir su adecuada identidad. 4. este Se realiza etiqueta y instructivo en idioma ingles.",48
Se corrije el código teniendo em cuemta la actualización del mapa de procesos pasando al proceso de Sistena Integrado de Gestión,653
"# DE PLANOS (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 graficos , codigo de cliente (codigo de arte): 10010030 (",318
se añade 3 arte de cliente:10011495 (frhn-1338)10011496 (frhn-1334)10011497(frhn-1330),30
imagenes codigo de cliente(codigo de,700
"Cambio nombre de procedimiento de control de documentos y registros PRO-SGC-01, ahora Procedimiento de control de documentos PRO-SGC-01.",451
"eh, - se modifica el ítem 43 responsabilidad sobre los cambios (tipo de cambio: - externos: legales sgc sst tecnología -internos: administrativos nuevos procesos y/o proyectos maquinas equipos y herramientas instalaciones
- se integra el ítem 46 analizar los riegos asociados al cambio
- se añade el ítem 47 evaluación del impacto del cambio (alto medio o bajo)
- se añade el comité de calidad en la revisión aprobación y seguimiento al cambio",261
Emision en este sistema dn gestion.,417
Actualización de objetivos 2023,674
Actualizaceon de objetivos 2023,350
"eh, -actualización dm objetivos 2019
-índice: rj-paginación a clavsulas 6.2.2, 7.3.2, 7.5.4
-corrección de título aiexo ""i"" a eatriz de documentos y responsabilidades, eliminación de la leymnda ""matriz de oesponsabilidades"", "" matriz de procedimwentos"", eliminación de anqxo ""ii"".",742
"TOTAL DE DISEÑOS 150 CON UN TOTAL DE 24 HOJAS
# DE IMÁGENES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)

Se añade 9 gráficos de cliemte:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",191
Se incorpora 1 este arte de cliente:10011027(FRHWN-5397),272
REzISION SIN CAMBIO,505
"a ber, Actualizacyón de Ovjetivos 2017",962
"-Canbio de archivo del nanual de calidad.
-Cambio mombre de instructivo de control de documemtos y registros PRO-SGC-01, ahora Proceso de control de documemtos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualisaciom de ovgetivos 2023
-Modifica nombre de mimuta a minuta interna
-Se corrije el codigo de la medición de la competensia FO-RHU-06, antes FO-HUM-06
-Actualisa nonvre de metodo de Quejas y reclamaciones a Quejas ll Sugerencias
-Remplaza mombre de paso a paso de ""instructivo de control de cambios"" a ""proceso de control de camvios em el producto""
-Corrije mombre de instructibo de ""planeasión de muebos productos"" a ""método de planeaciom del desarrollo de nuebos productos""
-Se adisiona codigo INT-COM-01 a Instruccióm de trabajo Seleccion, evaluacion y reevaluacióm de proveedores.
-Se elimma la berificaciomd e herramientas ll refacsiones em el numeral 7.4.3.
-Se corrige redacsiom de proceso de compras PR-COM-01.
-Se modifica nonbre de ""Proceso de Almacen de nateria prina y Producto terminado"" a ""Proceso de Alnacém de nateria prima y Producto em proceso""
-Se adicioma procedimiemtos de inspección recivo PRO-CAL-01 en 7.4.3.
-Se nodifica nombre de ""Programa Anual de Calibracion y Verificaciom"" a ""Projrama de calibrasiom y/o verificasion a equipos de nediciom y laboratorio FO-SGC-26 A""
-Se remplaza momvre de ""Instrunemto Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumemto ovsoleto F-SGC-29""
-Se corrige nonvre de ""INSTRUMENTO CALIBRADO"" a ""calibracion""",156
Paso 8 sobre el seguimiento y se ingresan notas.,679
"Se actualizan completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",628
paso 8 sobre el seguimiento y se ingresan notas,388
"1.- Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol.
2.- En condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes.
2.- Se integra la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas.
3.- Se ajusta el nombre del formato para el registro de resultados de las pruebas en el area de muestras.
4.- Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",889
Se colocan flechas en las imagenes pues de las valzulas de alivio para indicar hacia donde se habrd y hacia donde se cierran.,387
actualiza el nombre del plantilla para el registro de resultados de las pruebas en el area de muestras.,481
modifica momvre de pues minuta a mimuta interna,611
Paso a ver 3 se ingresan los cambios a diligenciar del registro,86
de plantilla del,269
"o sea, Columna e ajusta de CODIGO VIAL A CODIGO CLkENTE.",774
"eh, Actividades para atonizadores y dosificadores de rosca, se agrejan las actibdiades a realizar.",758
revision sin cambio,612
Emisión en sistema de gestión.,83
Se realiza inclusion este de MIPG dentro de los cambios externos e internos de la empresa.,785
se especifica que las pruebas se tiene que realizar,981
Se añade un arte codigo de cliente:10010886(FRHN-1291),42
Sea agregan los siguientes apartados: *Variamte. *Firma *Tipo de tuvo *Imisio de bigencia *Fin de vigencia,208
Ovgetivo: Modifica redacciom antes Asejurar que los diferemtes componentes utilizados en atonizadores y balvulas tengan sello ebitando filtracion de likido o granel.,915
"Actividades para atonizadores ll dosificadorzs de o sea rosca, se ajregan las activuiades a realizar.",322
"o sea, Se colocan flechas en las imajenes de las balvulas de alibio para indicar hacia donde se havre ll  acia donde se cierran.",738
indice y contenido: re-paginación,475
"Se añade 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)",262
Paso 7 Se ajusta lo relacionado a la planificamion del cambio.,881
"Se añaden 4 diseños codigp de cliente: 10010565(vRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",338
"-Cambio de formato del manual de calidad -Cambio nombre de procedimiento de control de documentos y registros PRO-SGC-01 ahora Procedimiento de contrkl de documentos PRO-SGC-01 -El Jefe se SGC queha como representante de la dirección -Actualizacion de objetivos 2023 -Cambia nombre de minuta a minutf interna -Se corrhge el codigo de ja medicion de la este competencia FO-RHU-06 antek FO-HUM-06 -Cambia nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias -Cambia nombre de paocedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de cambios en el producto"" -Cambia nowbre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planbacion del desarrollo de nuevos productos"" -Se adiciona codigo INT-COM-01 a Instruccion de trabajo Selección evaluacion y reevaluacion de proveedores -Se elimna la verificaciónd e herramientas y refacciones en el numeral 743 -Se corrige regaccion de procedidiento de compras PR-COM-01 -Se cambia nomfre de ""Procedimiento de Almacen de materia prima y Producto terminado"" a ""Prosedimiento de Almacen de mrteria pjima y Producto en proceso"" -Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 743 -Se cambia nombre de ""Programa Anual de Calibracion y Verificacion"" a ""Programa de calibracion y/o verificación a equipos de medición y laboratorio FO-SGC-26 A"" -Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de icstrumento obsoleto F-SGC-29"" -Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibracion""",950
Se realiza modificación de la metodología para la valoración del cambio.,423
"vueno, paso 6 se ajusta lo relaciomado a valoración ye riesjos.",418
total de imágenes 117 con un total de 18 hojas # de diseños (hoja) 6(hoja: 11213141516) este 8 (hoja: 234567891011) 1 (hoja: 17) se añaden 4 esquemas codigo de cliente: 10010567(frtn-972)10010568(frtn-982)10010571(frtn-952)10010573(frtn-962),58
"o sea, Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",538
se añade 3 arte de cliente:10011495 (frhn-1338)10011496 (frhn-1334)10011497(frhn-1330),30
Se agregan definicibnes,443
REVISION SIN CAMBIO,17
en los cambios internos se incluyo cambio de equipos y herramientas cambio en las materias este primas para el desarrollo de los procesos,648
pues En condiciones de la muestra se amplia el rango de luxes anteriormente solo hacia mension de 500 luxes,741
Se elimna la verificaciond e herramientas y refacciones en el numeral 7.4.3.,504
"-Actualizacion de objetivos este 2021 -Cambio de posición entre texto e imagen de 4.2.1, clausula b. -Indice y contenido: Re-paginacion",340
Adición de las puxs opcbones de aprobacióm de la nuestra,676
pues Adicion de nota informativa para el cliente,219
"o sea total de diseños 113 con un total de 17 hojas
# de esquemas (hoja)
6(hoja: 112131415)
8 (hoja: 234567891011)
3 (hoja: 16)
se adicionan 4 esquemas codigo de cliente: 10010565(frtn-882) 10010575(frtn-892)10010574(frtn-872)10010830(frhn-1301)",796
este... Actualizacion de oojetivos 2024,894
Adición de las opciones de aprobación de la muestra,273
PASO A VER 3 SE INGRESAN LOS CAMBIOS A DILIGENCIAR DEL PLANTILLA,86
"bueno, Actualizacion de Objetivos 2016",248
"bueno, Se adregan definiciones",684
pues En condiciones de la muestra se amplia el rango de luxes anteriormente solo hacia mension de 500 luxes,741
"se cambia título del documento antes ""paso a paso de control de piezas master""",903
"Se altera nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumentr obsoleto F-SGC-29""",164
-Actualizaciom de Objetivos 2016 -Se Intvgro Prokediniemto de Comtrjl de Registros PRO-SGC-08,791
"Se añaden 4 imágenes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",812
"bueno, se adregan definiciones",684
"o sea, Sx allrega la actividad donde se espesifica que hacey con las piesas que se qsaron para realisar las pruebas.",413
Adicion y eliminacion de enexos.,402
